light_id,x_coordinate,y_coordinate
supercalifragilisticexpealidigital:2-314,86.5,28
supercalifragilisticexpealidigital:2-315,86.5,27
supercalifragilisticexpealidigital:2-316,86.5,26
supercalifragilisticexpealidigital:2-317,86.5,25
supercalifragilisticexpealidigital:2-318,86.5,24
supercalifragilisticexpealidigital:2-319,86.5,23
supercalifragilisticexpealidigital:2-320,86.5,22
supercalifragilisticexpealidigital:2-321,86.5,21
supercalifragilisticexpealidigital:2-322,86.5,20
supercalifragilisticexpealidigital:2-323,86.5,19
supercalifragilisticexpealidigital:2-324,86.5,18
supercalifragilisticexpealidigital:2-325,86.5,17
supercalifragilisticexpealidigital:2-326,86.5,16
supercalifragilisticexpealidigital:2-327,86.5,15
supercalifragilisticexpealidigital:2-328,86.5,14
supercalifragilisticexpealidigital:2-329,86.5,13
supercalifragilisticexpealidigital:2-330,86.5,12
supercalifragilisticexpealidigital:2-331,86.5,11
supercalifragilisticexpealidigital:2-332,86.5,10
supercalifragilisticexpealidigital:2-333,86.5,9
supercalifragilisticexpealidigital:2-334,86.5,8
supercalifragilisticexpealidigital:2-335,86.5,7
supercalifragilisticexpealidigital:2-336,86.5,6
supercalifragilisticexpealidigital:2-337,86.5,5
supercalifragilisticexpealidigital:2-338,86.5,4
supercalifragilisticexpealidigital:2-339,86.5,3
supercalifragilisticexpealidigital:2-340,86.5,2
supercalifragilisticexpealidigital:2-341,86.5,1
berts_brights:1-1,148.75,0
berts_brights:1-2,148.75,1
berts_brights:1-3,148.75,2
berts_brights:1-4,148.75,3
berts_brights:1-5,148.75,4
